GROUP_ID,GROUP_NAME,GROUP_LINK,MENU_LINK,TAG_LIST
b183937ca3394078b1ce0e24e8a1acb6,滴式代工房,https://www.facebook.com/profile.php?id=100063650794739,https://www.facebook.com/permalink.php?story_fbid=pfbid0aLQECbqDwGYrDiwTiTcVcGTfzd7CtXaw1svbZyf4chaJPgpkuizpFCvfhsdG2rMJl&id=100063650794739,
76d50a099b2343808bb66ce8f81ce4ee,摺子妹妹,https://www.facebook.com/profile.php?id=100048490916465,https://www.facebook.com/permalink.php?story_fbid=pfbid0tA5H1cky7fq9jeX19ewtRDNLWZNHBrvFaSQMsjMeovnDF5N2QJjqxBXWfxemnyZEl&id=100048490916465,原創
2dd6bc35823f4a4480c13b6a95f8788d,毛毛精靈與牠們的喵喵迷因,,,
908250068fec4ee48b6efa0c652ec3fd,有害蕈類集會所,https://x.com/MIMIT2023,https://www.plurk.com/p/3i8teg2mos,原創
d1cda255f5984a2b92f6e6e8038ffc2c,大福喵喵,https://lit.link/en/cattsuki29,https://x.com/cat_tsuki29/status/2016844960155492610,"VTuber,原創"
70be956774c741db9560984ddeb3de8c,預設名稱,https://solo.to/rocks508,https://x.com/RocksnotRock/status/2016426935329685618,
9c0fcb615e304a7ca272c466e6756dad,Humidity,https://linktr.ee/maigoyaki,https://www.facebook.com/permalink.php?story_fbid=pfbid02PDqdNb1WPVoRdBTqW8GnyD86GjbPXetnNdLCCzYnVtJR8tLxRRX3Zxtfd4zMtjfQl&id=100063554807408,原創
5c459197b3104c0fa0fbd34be038d102,XTER,,,
2bfdc67fc4f24f20a8845b476cf6a281,Single Type,,,"原創,世界計畫"
d7ca69b36fb243629c872285a64804a6,坊橋夜泊,https://lit.link/en/jyoeshi,https://www.facebook.com/bouhashiyahaku/posts/pfbid0dwy5yHevN5ZSvgCfaqMKSPxPxoBPqEab2fhj9dJ8dxD1CdxpB5tgxrQRFQ9yTLY4l,原創
b0dcc050686b4fc591aafdb357ff4442,TRY&方言二人社會,https://lit.link/en/TRYLSC,https://www.plurk.com/p/3i8p4cge19,原創
5f937fa16f404f70a7db440d2ca7ac26,KAWORU卡歐露,https://lit.link/en/kaworu1030,https://www.plurk.com/p/3i8p0dz5ti,原創
f5b466c9b4354b6d944c3062d8a24afb,華容道,https://x.com/gamerag94,,原創
e8a0571e8e1041deb6c35a579ac6134a,UNKNOWN,https://www.plurk.com/Aoin,,"艾爾登法環,FF7,紫羅蘭永恆花園,尼爾"
4a0af88a72084e969aa657bb8e08695d,多肉生物,https://x.com/peter781226,,原創
790eca84100e4dc38db0d9f2eeb00583,無限地雷,https://www.facebook.com/Mugenjirai2,,"妮姬,原創"
541f5d556e514db6b3e9bfb93a371674,なまねこカフェ,,,
339d93194f7e4288aa3ed5089fcd0db8,吃鬼冰室,https://www.plurk.com/beijuu545,https://www.plurk.com/p/3i9t0f20hh,蔚藍檔案
